id,col,size,entry_idx,entry_price,entry_fees,exit_idx,exit_price,exit_fees,pnl,return,direction,status,parent_id
0,0,711.5400084538069,201,1404.7,499.75012493750546,204,1413.4,502.8453239743054,5187.802624636407,0.0051903965259487254,0,1,0
1,0,710.8288240375614,204,1413.4,502.34272994734465,209,1404.7,499.2506245627136,5182.617414616832,0.00515844771473061,1,1,1
2,0,718.9189772162067,209,1404.7,504.93274364773436,211,1407.1000000000001,505.79544642046227,714.6773552507684,0.0007076955933652673,0,1,2
3,0,718.2004175188392,211,1407.1000000000001,505.2899037453794,212,1404.7,504.42806324427244,713.9630350556313,0.0007064885224932223,1,1,3
4,0,719.9355120116027,212,1404.7,505.6467068612646,216,1413.4,508.77842633859973,5249.013821301083,0.005190396525948688,0,1,4
5,0,719.2159362874534,216,1413.4,508.2699021743433,218,1404.7,505.14131285145896,5243.767430674997,0.005158447714730426,1,1,5
6,0,727.4015456723378,218,1404.7,510.8904756029321,220,1413.4,514.0546723266411,5303.448299419857,0.005190396525948725,0,1,6
7,0,726.6745076456789,220,1413.4,513.5408745532013,1427,1442.3000000000002,524.0413211886093,-22038.475466702002,-0.021457372293759727,1,1,7
8,0,696.8413557308245,1427,1442.3000000000002,502.5271436852149,1429,1441.6000000000001,502.28324921077837,-1492.5993419075855,-0.0014850932538306332,0,1,8
9,0,696.1448626216484,1429,1441.6000000000001,501.7812169776842,1638,1422.1000000000001,494.99380456709497,12578.049799577328,0.012533400388457261,1,1,9
10,0,714.5307628668777,1638,1422.1000000000001,508.06709893646456,1640,1420.0,507.3168416354831,-2515.8985425925634,-0.0024759510582942133,0,1,10
11,0,713.8165891908491,1640,1420.0,506.80977832550286,1648,1422.1000000000001,507.559285744073,-2513.3839013704464,-0.0024796126760563454,1,1,11
12,0,710.99601210432,1648,1422.1000000000001,505.55371440669694,1650,1420.5,504.98491759709333,-2148.1322513708983,-0.002124534139652741,0,1,12
13,0,710.2853714125617,1650,1420.5,504.480185045772,2526,1390.0,493.6483331316707,20665.575309905675,0.02048204857444566,1,1,13
14,0,740.7306602716594,2526,1390.0,514.8078088887411,2530,1390.2,514.8818819548304,-881.543558789182,-0.0008561870503595958,0,1,14
15,0,739.9902997916279,2530,1390.2,514.3672573851605,2531,1390.0,514.2932583551104,-880.662455781935,-0.0008560638757012589,1,1,15
16,0,739.4635197307277,2531,1390.0,513.927146212785,2532,1390.0,513.9271462128557,-1027.8542924256408,-0.000999999999999931,0,1,16
17,0,738.7244257579835,2532,1390.0,513.4134759017985,2533,1390.0,513.4134759017356,-1026.826951803534,-0.0009999999999999387,1,1,17
18,0,737.9860705098495,2533,1390.0,512.9003190042827,2535,1389.5,512.7158224867179,-1394.6091767460007,-0.0013595323741007316,0,1,18
19,0,737.2484532479707,2535,1389.5,512.2033628940277,2536,1390.0,512.3876750073101,-1393.215264525251,-0.0013600215905000808,1,1,19
20,0,735.9814437288003,2536,1390.0,511.5071033914868,2539,1390.7,511.7646968968213,-508.0847896780648,-0.0004966546762588829,0,1,20
21,0,735.24583009189,2539,1390.7,511.2531879543958,2540,1390.0,510.99585191378395,-507.5769588037469,-0.0004964046882862893,1,1,21
22,0,735.2511169867887,2540,1390.0,510.9995263057386,2548,1398.7,514.1978686647108,5371.487322814652,0.005255863309352634,0,1,22
23,0,734.5162333116398,2548,1398.7,513.6839277664953,2549,1390.0,510.4887821515716,5366.118519893314,0.005223171516408222,1,1,23
24,0,742.9721527586207,2549,1390.0,516.3656461672232,2550,1409.9,523.7582190871898,13745.021974642223,0.013309388489208731,0,1,24
25,0,742.2295519062884,2550,1409.9,523.234722616338,3353,1381.3,0.0,20704.530461903592,0.019785126604723816,1,0,25
